,Unnamed: 0,BUS_USEROD_ID,GRANT_CARD_CODE,LINE_CODE,VEHICLE_CODE,BANCIID,ON_STATIONID,ON_STATIONNAME,ON_STATIONNAME_RELI,ON_STATION_TIME,ON_STATION_TIME_RELI,OFF_STATIONID,OFF_STATIONNAME,OFF_STATIONNAME_RELI,OFF_STATION_TIME,OFF_STATION_TIME_RELI,STATE,LOC_TREND,DATASOURCE,on_hour
0,369101,BUS_20160411_6190083,43120579,973,59701,1,16,草桥,1.0,2016-04-11 09:49:16,1.0,2,大瓦窑村,1.0,2016/4/11 8:45:38,1,-1,1,DoubleIC,9
1,369102,BUS_20160411_6190084,12993360,973,59701,1,9,丰台路口西,1.0,2016-04-11 09:20:56,1.0,2,大瓦窑村,1.0,2016/4/11 8:45:40,1,-1,1,DoubleIC,9
2,369103,BUS_20160411_6190085,51671731,973,59701,1,5,五里店,1.0,2016-04-11 08:57:07,0.8,7,大井,1.0,2016/4/11 8:57:07,1,1,1,DoubleIC,8
3,369104,BUS_20160411_6190086,65678697,973,59701,1,3,大瓦窑南站,1.0,2016-04-11 08:45:39,0.9,8,丰体时代花园,1.0,2016/4/11 9:08:09,1,1,1,DoubleIC,8
4,369105,BUS_20160411_6190087,12993360,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,8,丰体时代花园,1.0,2016/4/11 9:08:17,1,1,1,DoubleIC,8
5,369106,BUS_20160411_6190088,11457306,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,8,丰体时代花园,1.0,2016/4/11 9:17:31,1,1,1,DoubleIC,8
6,369107,BUS_20160411_6190089,44981360,973,59701,1,5,五里店,1.0,2016-04-11 08:57:07,0.8,8,丰体时代花园,1.0,2016/4/11 9:17:32,1,1,1,DoubleIC,8
7,369108,BUS_20160411_6190090,18629681,973,59701,1,3,大瓦窑南站,1.0,2016-04-11 08:45:39,0.9,8,丰体时代花园,1.0,2016/4/11 9:17:33,1,1,1,DoubleIC,8
8,369109,BUS_20160411_6190091,15523142,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,8,丰体时代花园,1.0,2016/4/11 9:17:34,1,1,1,DoubleIC,8
9,369110,BUS_20160411_6190092,18629699,973,59701,1,3,大瓦窑南站,1.0,2016-04-11 08:45:39,0.9,8,丰体时代花园,1.0,2016/4/11 9:17:35,1,1,1,DoubleIC,8
10,369111,BUS_20160411_6190093,13795634,973,59701,1,5,五里店,1.0,2016-04-11 08:57:07,0.8,8,丰体时代花园,1.0,2016/4/11 9:17:42,1,1,1,DoubleIC,8
11,369112,BUS_20160411_6190094,48889280,973,59701,1,6,五里店东站,1.0,2016-04-11 08:57:07,0.9,8,丰体时代花园,1.0,2016/4/11 9:17:43,1,1,1,DoubleIC,8
12,369113,BUS_20160411_6190095,74212975,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,8,丰体时代花园,1.0,2016/4/11 9:17:51,1,1,1,DoubleIC,8
13,369114,BUS_20160411_6190096,18890025,973,59701,1,6,五里店东站,1.0,2016-04-11 08:57:07,0.9,8,丰体时代花园,1.0,2016/4/11 9:17:53,1,1,1,DoubleIC,8
14,369115,BUS_20160411_6190097,49910622,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,9,丰台路口西,1.0,2016/4/11 9:17:56,1,1,1,DoubleIC,8
15,369116,BUS_20160411_6190098,30714424,973,59701,1,1,大瓦窑公交场站,1.0,2016-04-11 08:45:39,0.9,9,丰台路口西,1.0,2016/4/11 9:18:22,1,1,1,DoubleIC,8
16,369117,BUS_20160411_6190099,31123665,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:20:18,1,1,1,DoubleIC,8
17,369118,BUS_20160411_6190100,61075823,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:20:29,1,1,1,DoubleIC,8
18,369119,BUS_20160411_6190101,18630370,973,59701,1,5,五里店,1.0,2016-04-11 08:57:07,0.8,9,丰台路口西,1.0,2016/4/11 9:20:30,1,1,1,DoubleIC,8
19,369120,BUS_20160411_6190102,71796520,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:20:32,1,1,1,DoubleIC,8
20,369121,BUS_20160411_6190103,12992796,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:20:50,1,1,1,DoubleIC,8
21,369122,BUS_20160411_6190104,87354717,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,9,丰台路口西,1.0,2016/4/11 9:23:31,1,1,1,DoubleIC,8
22,369123,BUS_20160411_6190105,89110685,973,59701,1,6,五里店东站,1.0,2016-04-11 08:57:07,0.9,9,丰台路口西,1.0,2016/4/11 9:23:31,1,1,1,DoubleIC,8
23,369124,BUS_20160411_6190106,45553977,973,59701,1,1,大瓦窑公交场站,1.0,2016-04-11 08:45:39,0.9,9,丰台路口西,1.0,2016/4/11 9:23:33,1,1,1,DoubleIC,8
24,369125,BUS_20160411_6190107,75699089,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,9,丰台路口西,1.0,2016/4/11 9:23:33,1,1,1,DoubleIC,8
25,369126,BUS_20160411_6190108,18774575,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,9,丰台路口西,1.0,2016/4/11 9:23:34,1,1,1,DoubleIC,8
26,369127,BUS_20160411_6190109,85988285,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:23:35,1,1,1,DoubleIC,8
27,369128,BUS_20160411_6190110,48415578,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:23:35,1,1,1,DoubleIC,8
28,369129,BUS_20160411_6190111,18681630,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,9,丰台路口西,1.0,2016/4/11 9:23:36,1,1,1,DoubleIC,8
29,369130,BUS_20160411_6190112,18630275,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:23:36,1,1,1,DoubleIC,8
30,369131,BUS_20160411_6190113,18630276,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:23:37,1,1,1,DoubleIC,8
31,369132,BUS_20160411_6190114,18630277,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:23:40,1,1,1,DoubleIC,8
32,369133,BUS_20160411_6190115,16514253,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:23:41,1,1,1,DoubleIC,8
33,369134,BUS_20160411_6190116,51428663,973,59701,1,1,大瓦窑公交场站,1.0,2016-04-11 08:45:39,0.9,9,丰台路口西,1.0,2016/4/11 9:23:43,1,1,1,DoubleIC,8
34,369135,BUS_20160411_6190117,11418713,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:23:44,1,1,1,DoubleIC,8
35,369136,BUS_20160411_6190118,13085552,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:23:45,1,1,1,DoubleIC,8
36,369137,BUS_20160411_6190119,43120579,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,9,丰台路口西,1.0,2016/4/11 9:23:48,1,1,1,DoubleIC,8
37,369138,BUS_20160411_6190120,50156274,973,59701,1,6,五里店东站,1.0,2016-04-11 08:57:07,0.9,9,丰台路口西,1.0,2016/4/11 9:23:55,1,1,1,DoubleIC,8
38,369139,BUS_20160411_6190121,15444047,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,9,丰台路口西,1.0,2016/4/11 9:23:56,1,1,1,DoubleIC,8
39,369140,BUS_20160411_6190122,25882229,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:24:42,1,1,1,DoubleIC,8
40,369141,BUS_20160411_6190123,52707334,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,10,丰台路口,1.0,2016/4/11 9:26:07,1,1,1,DoubleIC,8
41,369142,BUS_20160411_6190124,45340121,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:26:09,1,1,1,DoubleIC,8
42,369143,BUS_20160411_6190125,13586072,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,10,丰台路口,1.0,2016/4/11 9:26:11,1,1,1,DoubleIC,8
43,369144,BUS_20160411_6190126,50658256,973,59701,1,1,大瓦窑公交场站,1.0,2016-04-11 08:45:39,0.9,10,丰台路口,1.0,2016/4/11 9:26:12,1,1,1,DoubleIC,8
44,369145,BUS_20160411_6190127,85077519,973,59701,1,6,五里店东站,1.0,2016-04-11 08:57:07,0.9,10,丰台路口,1.0,2016/4/11 9:26:15,1,1,1,DoubleIC,8
45,369146,BUS_20160411_6190128,16830522,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,10,丰台路口,1.0,2016/4/11 9:26:17,1,1,1,DoubleIC,8
46,369147,BUS_20160411_6190129,22264026,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:26:52,1,1,1,DoubleIC,8
47,369148,BUS_20160411_6190130,82825420,973,59701,1,7,大井,1.0,2016-04-11 08:57:07,1.0,10,丰台路口,1.0,2016/4/11 9:26:53,1,1,1,DoubleIC,8
48,369149,BUS_20160411_6190131,38747000,973,59701,1,6,五里店东站,1.0,2016-04-11 08:57:07,0.9,10,丰台路口,1.0,2016/4/11 9:27:31,1,1,1,DoubleIC,8
49,369150,BUS_20160411_6190132,54524552,973,59701,1,6,五里店东站,1.0,2016-04-11 08:57:07,0.9,10,丰台路口,1.0,2016/4/11 9:27:32,1,1,1,DoubleIC,8
50,369151,BUS_20160411_6190133,64681320,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:27:33,1,1,1,DoubleIC,8
51,369152,BUS_20160411_6190134,50068436,973,59701,1,1,大瓦窑公交场站,1.0,2016-04-11 08:45:39,0.9,10,丰台路口,1.0,2016/4/11 9:27:33,1,1,1,DoubleIC,8
52,369153,BUS_20160411_6190135,53694068,973,59701,1,4,五里店西站,1.0,2016-04-11 08:45:39,0.8,10,丰台路口,1.0,2016/4/11 9:27:35,1,1,1,DoubleIC,8
53,369154,BUS_20160411_6190136,18531727,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:27:38,1,1,1,DoubleIC,8
54,369155,BUS_20160411_6190137,87419138,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:27:39,1,1,1,DoubleIC,8
55,369156,BUS_20160411_6190138,16681088,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:27:41,1,1,1,DoubleIC,8
56,369157,BUS_20160411_6190139,15549060,973,59701,1,1,大瓦窑公交场站,1.0,2016-04-11 08:45:39,0.9,10,丰台路口,1.0,2016/4/11 9:27:42,1,1,1,DoubleIC,8
57,369158,BUS_20160411_6190140,6148103,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:27:44,1,1,1,DoubleIC,8
58,369159,BUS_20160411_6190141,54102987,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:27:46,1,1,1,DoubleIC,8
59,369160,BUS_20160411_6190142,16997527,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:27:47,1,1,1,DoubleIC,8
60,369161,BUS_20160411_6190143,49904053,973,59701,1,10,丰台路口,1.0,2016-04-11 09:27:17,1.0,10,丰台路口,1.0,2016/4/11 9:28:01,1,0,1,DoubleIC,9
61,369162,BUS_20160411_6190144,50010438,973,59701,1,1,大瓦窑公交场站,1.0,2016-04-11 08:45:39,0.9,10,丰台路口,1.0,2016/4/11 9:28:03,1,1,1,DoubleIC,8
62,369163,BUS_20160411_6190145,50847202,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:28:05,1,1,1,DoubleIC,8
63,369164,BUS_20160411_6190146,88696151,973,59701,1,1,大瓦窑公交场站,1.0,2016-04-11 08:45:39,0.9,10,丰台路口,1.0,2016/4/11 9:29:49,1,1,1,DoubleIC,8
64,369165,BUS_20160411_6190147,18628919,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,10,丰台路口,1.0,2016/4/11 9:29:52,1,1,1,DoubleIC,8
65,369166,BUS_20160411_6190148,13911270,973,59701,1,10,丰台路口,1.0,2016-04-11 09:27:17,1.0,10,丰台路口,1.0,2016/4/11 9:29:53,1,0,1,DoubleIC,9
66,369167,BUS_20160411_6190149,47957329,973,59701,1,10,丰台路口,1.0,2016-04-11 09:27:17,1.0,12,七里庄,1.0,2016/4/11 9:33:10,1,1,1,DoubleIC,9
67,369168,BUS_20160411_6190150,444853,973,59701,1,10,丰台路口,1.0,2016-04-11 09:27:17,1.0,12,七里庄,1.0,2016/4/11 9:35:19,1,1,1,DoubleIC,9
68,369169,BUS_20160411_6190151,46175859,973,59701,1,10,丰台路口,1.0,2016-04-11 09:27:17,1.0,13,丰台北路,1.0,2016/4/11 9:36:45,1,1,1,DoubleIC,9
69,369170,BUS_20160411_6190152,16854457,973,59701,1,10,丰台路口,1.0,2016-04-11 09:27:17,1.0,13,丰台北路,1.0,2016/4/11 9:37:27,1,1,1,DoubleIC,9
70,369171,BUS_20160411_6190153,43939377,973,59701,1,10,丰台路口,1.0,2016-04-11 09:27:17,1.0,13,丰台北路,1.0,2016/4/11 9:37:29,1,1,1,DoubleIC,9
71,369172,BUS_20160411_6190154,14457580,973,59701,1,12,七里庄,1.0,2016-04-11 09:34:14,1.0,15,玉泉营桥西,1.0,2016/4/11 9:47:45,1,1,1,DoubleIC,9
72,369173,BUS_20160411_6190155,85215253,973,59701,1,9,丰台路口西,1.0,2016-04-11 09:20:56,1.0,15,玉泉营桥西,1.0,2016/4/11 9:48:14,1,1,1,DoubleIC,9
73,369174,BUS_20160411_6190156,84243206,973,59701,1,10,丰台路口,1.0,2016-04-11 09:27:17,1.0,15,玉泉营桥西,1.0,2016/4/11 9:48:16,1,1,1,DoubleIC,9
74,369175,BUS_20160411_6190157,47385003,973,59701,1,12,七里庄,1.0,2016-04-11 09:34:14,1.0,15,玉泉营桥西,1.0,2016/4/11 9:48:18,1,1,1,DoubleIC,9
75,369176,BUS_20160411_6190158,18629561,973,59701,1,12,七里庄,1.0,2016-04-11 09:34:14,1.0,15,玉泉营桥西,1.0,2016/4/11 9:48:19,1,1,1,DoubleIC,9
76,369177,BUS_20160411_6190159,33944055,973,59701,1,13,丰台北路,1.0,2016-04-11 09:37:07,1.0,16,草桥,1.0,2016/4/11 9:49:06,1,1,1,DoubleIC,9
77,369178,BUS_20160411_6190160,53003982,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,16,草桥,1.0,2016/4/11 9:49:10,1,1,1,DoubleIC,8
78,369179,BUS_20160411_6190161,83821856,973,59701,1,12,七里庄,1.0,2016-04-11 09:34:14,1.0,16,草桥,1.0,2016/4/11 9:49:26,1,1,1,DoubleIC,9
79,369180,BUS_20160411_6190162,54536954,973,59701,1,16,草桥,1.0,2016-04-11 09:49:16,1.0,17,洋桥西,1.0,2016/4/11 9:50:17,1,1,1,DoubleIC,9
80,369181,BUS_20160411_6190163,12387146,973,59701,1,5,五里店,1.0,2016-04-11 08:57:07,0.8,17,洋桥西,1.0,2016/4/11 9:51:10,1,1,1,DoubleIC,8
81,369182,BUS_20160411_6190164,45579310,973,59701,1,1,大瓦窑公交场站,1.0,2016-04-11 08:45:39,0.9,17,洋桥西,1.0,2016/4/11 9:52:24,1,1,1,DoubleIC,8
82,369183,BUS_20160411_6190165,71803086,973,59701,1,5,五里店,1.0,2016-04-11 08:57:07,0.8,17,洋桥西,1.0,2016/4/11 9:53:22,1,1,1,DoubleIC,8
83,369184,BUS_20160411_6190166,89191447,973,59701,1,13,丰台北路,1.0,2016-04-11 09:37:07,1.0,17,洋桥西,1.0,2016/4/11 9:53:24,1,1,1,DoubleIC,9
84,369185,BUS_20160411_6190167,15819212,973,59701,1,12,七里庄,1.0,2016-04-11 09:34:14,1.0,17,洋桥西,1.0,2016/4/11 9:53:25,1,1,1,DoubleIC,9
85,369186,BUS_20160411_6190168,16435283,973,59701,1,12,七里庄,1.0,2016-04-11 09:34:14,1.0,17,洋桥西,1.0,2016/4/11 9:56:06,1,1,1,DoubleIC,9
86,369187,BUS_20160411_6190169,83788726,973,59701,1,16,草桥,1.0,2016-04-11 09:49:16,1.0,17,洋桥西,1.0,2016/4/11 9:57:12,1,1,1,DoubleIC,9
87,369188,BUS_20160411_6190170,50702340,973,59701,1,12,七里庄,1.0,2016-04-11 09:34:14,1.0,18,木樨园桥西,1.0,2016/4/11 9:57:30,1,1,1,DoubleIC,9
88,369189,BUS_20160411_6190171,61726741,973,59701,1,17,洋桥西,1.0,2016-04-11 09:53:44,1.0,18,木樨园桥西,1.0,2016/4/11 9:57:31,1,1,1,DoubleIC,9
89,369190,BUS_20160411_6190172,17268190,973,59701,1,13,丰台北路,1.0,2016-04-11 09:37:07,1.0,20,刘家窑桥西,1.0,2016/4/11 9:59:26,1,1,1,DoubleIC,9
90,369191,BUS_20160411_6190173,79133577,973,59701,1,17,洋桥西,1.0,2016-04-11 09:53:44,1.0,20,刘家窑桥西,1.0,2016/4/11 10:02:39,1,1,1,DoubleIC,9
91,369192,BUS_20160411_6190174,33756311,973,59701,1,5,五里店,1.0,2016-04-11 08:57:07,0.8,20,刘家窑桥西,1.0,2016/4/11 10:02:49,1,1,1,DoubleIC,8
92,369193,BUS_20160411_6190175,42802410,973,59701,1,17,洋桥西,1.0,2016-04-11 09:53:44,1.0,20,刘家窑桥西,1.0,2016/4/11 10:03:00,1,1,1,DoubleIC,9
93,369194,BUS_20160411_6190176,49235872,973,59701,1,17,洋桥西,1.0,2016-04-11 09:53:44,1.0,20,刘家窑桥西,1.0,2016/4/11 10:04:36,1,1,1,DoubleIC,9
94,369195,BUS_20160411_6190177,17339017,973,59701,1,12,七里庄,1.0,2016-04-11 09:34:14,1.0,20,刘家窑桥西,1.0,2016/4/11 10:04:37,1,1,1,DoubleIC,9
95,369196,BUS_20160411_6190178,87511228,973,59701,1,12,七里庄,1.0,2016-04-11 09:34:14,1.0,20,刘家窑桥西,1.0,2016/4/11 10:04:38,1,1,1,DoubleIC,9
96,369197,BUS_20160411_6190179,84693851,973,59701,1,10,丰台路口,1.0,2016-04-11 09:27:17,1.0,20,刘家窑桥西,1.0,2016/4/11 10:04:40,1,1,1,DoubleIC,9
97,369198,BUS_20160411_6190180,45993893,973,59701,1,13,丰台北路,1.0,2016-04-11 09:37:07,1.0,20,刘家窑桥西,1.0,2016/4/11 10:04:51,1,1,1,DoubleIC,9
98,369199,BUS_20160411_6190181,46966245,973,59701,1,16,草桥,1.0,2016-04-11 09:49:16,1.0,23,十里河桥北,1.0,2016/4/11 10:17:46,1,1,1,DoubleIC,9
99,369200,BUS_20160411_6190182,18528321,973,59701,1,13,丰台北路,1.0,2016-04-11 09:37:07,1.0,26,北京工业大学,1.0,2016/4/11 10:25:46,1,1,1,DoubleIC,9
100,369201,BUS_20160411_6190183,89794958,973,59701,1,16,草桥,1.0,2016-04-11 09:49:16,1.0,27,平乐园北,1.0,2016/4/11 10:27:30,1,1,1,DoubleIC,9
101,369202,BUS_20160411_6190184,19403099,973,59701,1,19,木樨园桥东,1.0,2016-04-11 10:02:08,0.9,28,珠江帝景,1.0,2016/4/11 10:28:40,1,1,1,DoubleIC,10
102,369203,BUS_20160411_6190185,49239033,973,59701,1,2,大瓦窑村,1.0,2016-04-11 08:45:39,1.0,28,珠江帝景,1.0,2016/4/11 10:29:31,1,1,1,DoubleIC,8
103,369204,BUS_20160411_6190186,26540930,973,59701,1,28,珠江帝景,1.0,2016-04-11 10:29:05,1.0,29,九龙山,1.0,2016/4/11 10:38:18,1,1,1,DoubleIC,10
104,369205,BUS_20160411_6190187,44673047,973,59701,1,25,松榆东里南门,1.0,2016-04-11 10:25:46,0.9,32,红庙路口北,1.0,2016/4/11 10:44:14,1,1,1,DoubleIC,10
105,369206,BUS_20160411_6190188,14685145,973,59701,1,26,北京工业大学,1.0,2016-04-11 10:25:46,1.0,32,红庙路口北,1.0,2016/4/11 10:44:23,1,1,1,DoubleIC,10
106,369207,BUS_20160411_6190189,54363470,973,59701,1,19,木樨园桥东,1.0,2016-04-11 10:02:08,0.9,32,红庙路口北,1.0,2016/4/11 10:44:29,1,1,1,DoubleIC,10
107,369208,BUS_20160411_6190190,3358965,973,59701,1,28,珠江帝景,1.0,2016-04-11 10:29:05,1.0,32,红庙路口北,1.0,2016/4/11 10:45:24,1,1,1,DoubleIC,10
108,369209,BUS_20160411_6190191,39601927,973,59701,1,28,珠江帝景,1.0,2016-04-11 10:29:05,1.0,32,红庙路口北,1.0,2016/4/11 10:45:25,1,1,1,DoubleIC,10
109,369210,BUS_20160411_6190192,47549953,973,59701,1,19,木樨园桥东,1.0,2016-04-11 10:02:08,0.9,32,红庙路口北,1.0,2016/4/11 10:45:26,1,1,1,DoubleIC,10
110,369211,BUS_20160411_6190193,21882183,973,59701,1,19,木樨园桥东,1.0,2016-04-11 10:02:08,0.9,32,红庙路口北,1.0,2016/4/11 10:45:32,1,1,1,DoubleIC,10
111,369212,BUS_20160411_6190194,89255457,973,59701,1,25,松榆东里南门,1.0,2016-04-11 10:25:46,0.9,33,金台路口南,1.0,2016/4/11 10:46:13,1,1,1,DoubleIC,10
112,369213,BUS_20160411_6190195,52526373,973,59701,1,25,松榆东里南门,1.0,2016-04-11 10:25:46,0.9,33,金台路口南,1.0,2016/4/11 10:46:23,1,1,1,DoubleIC,10
113,369214,BUS_20160411_6190196,86385590,973,59701,1,32,红庙路口北,1.0,2016-04-11 10:44:53,1.0,33,金台路口南,1.0,2016/4/11 10:46:38,1,1,1,DoubleIC,10
114,369215,BUS_20160411_6190197,42538659,973,59701,1,5,五里店,1.0,2016-04-11 08:57:07,0.8,34,甜水园北里,1.0,2016/4/11 10:47:44,1,1,1,DoubleIC,8
115,369216,BUS_20160411_6190198,44999280,973,59701,1,26,北京工业大学,1.0,2016-04-11 10:25:46,1.0,34,甜水园北里,1.0,2016/4/11 10:47:51,1,1,1,DoubleIC,10
116,369217,BUS_20160411_6190199,74402915,973,59701,1,31,八王坟北,1.0,2016-04-11 10:44:53,0.9,35,朝阳公园南门,1.0,2016/4/11 10:48:37,1,1,1,DoubleIC,10
117,369218,BUS_20160411_6190200,18438684,973,59701,1,31,八王坟北,1.0,2016-04-11 10:44:53,0.9,35,朝阳公园南门,1.0,2016/4/11 10:50:47,1,1,1,DoubleIC,10
118,369219,BUS_20160411_6190201,74720990,973,59701,1,25,松榆东里南门,1.0,2016-04-11 10:25:46,0.9,36,朝阳公园桥北,1.0,2016/4/11 10:52:22,1,1,1,DoubleIC,10
119,369220,BUS_20160411_6190202,72169317,973,59701,1,31,八王坟北,1.0,2016-04-11 10:44:53,0.9,37,东风南路西口,1.0,2016/4/11 10:55:02,1,1,1,DoubleIC,10
120,369221,BUS_20160411_6190203,46758756,973,59701,1,37,东风南路西口,1.0,2016-04-11 10:55:02,1.0,38,南十里居,1.0,2016/4/11 10:56:38,1,1,1,DoubleIC,10
121,369222,BUS_20160411_6190204,17858744,973,59701,1,35,朝阳公园南门,1.0,2016-04-11 10:49:42,1.0,38,南十里居,1.0,2016/4/11 11:01:59,1,1,1,DoubleIC,10
122,369223,BUS_20160411_6190205,86289163,973,59701,1,35,朝阳公园南门,1.0,2016-04-11 10:49:42,1.0,38,南十里居,1.0,2016/4/11 11:02:02,1,1,1,DoubleIC,10
123,369224,BUS_20160411_6190206,50009326,973,59701,1,31,八王坟北,1.0,2016-04-11 10:44:53,0.9,38,南十里居,1.0,2016/4/11 11:02:14,1,1,1,DoubleIC,10
124,369225,BUS_20160411_6190207,87364778,973,59701,1,31,八王坟北,1.0,2016-04-11 10:44:53,0.9,38,南十里居,1.0,2016/4/11 11:02:15,1,1,1,DoubleIC,10
125,369226,BUS_20160411_6190208,54196553,973,59701,1,37,东风南路西口,1.0,2016-04-11 10:55:02,1.0,38,南十里居,1.0,2016/4/11 11:02:39,1,1,1,DoubleIC,10
126,369227,BUS_20160411_6190209,49490249,973,59701,1,31,八王坟北,1.0,2016-04-11 10:44:53,0.9,38,南十里居,1.0,2016/4/11 11:02:41,1,1,1,DoubleIC,10
127,369228,BUS_20160411_6190210,48294829,973,59701,1,31,八王坟北,1.0,2016-04-11 10:44:53,0.9,38,南十里居,1.0,2016/4/11 11:02:43,1,1,1,DoubleIC,10
128,369229,BUS_20160411_6190211,45846464,973,59701,1,30,八王坟南,1.0,2016-04-11 10:38:18,0.9,38,南十里居,1.0,2016/4/11 11:02:44,1,1,1,DoubleIC,10
129,369230,BUS_20160411_6190212,11168612,973,59701,1,31,八王坟北,1.0,2016-04-11 10:44:53,0.9,39,南十里居北站,1.0,2016/4/11 11:04:13,1,1,1,DoubleIC,10
130,369231,BUS_20160411_6190213,46758756,973,59701,1,40,酒仙桥中心小学,1.0,2016-04-11 11:06:33,0.9,41,酒仙桥,1.0,2016/4/11 11:05:14,1,1,1,DoubleIC,11
131,369232,BUS_20160411_6190214,84928585,973,59701,1,38,南十里居,1.0,2016-04-11 10:59:41,1.0,41,酒仙桥,1.0,2016/4/11 11:05:20,1,1,1,DoubleIC,10
132,369233,BUS_20160411_6190215,61105829,973,59701,1,33,金台路口南,1.0,2016-04-11 10:46:25,1.0,41,酒仙桥,1.0,2016/4/11 11:05:26,1,1,1,DoubleIC,10
133,369234,BUS_20160411_6190216,37212646,973,59701,1,32,红庙路口北,1.0,2016-04-11 10:44:53,1.0,41,酒仙桥,1.0,2016/4/11 11:07:02,1,1,1,DoubleIC,10
134,369235,BUS_20160411_6190217,24268796,973,59701,1,32,红庙路口北,1.0,2016-04-11 10:44:53,1.0,41,酒仙桥,1.0,2016/4/11 11:07:04,1,1,1,DoubleIC,10
135,369236,BUS_20160411_6190218,20281063,973,59701,1,37,东风南路西口,1.0,2016-04-11 10:55:02,1.0,41,酒仙桥,1.0,2016/4/11 11:07:48,1,1,1,DoubleIC,10
136,369237,BUS_20160411_6190219,43628109,973,59701,1,39,南十里居北站,1.0,2016-04-11 11:04:13,1.0,41,酒仙桥,1.0,2016/4/11 11:07:49,1,1,1,DoubleIC,11
137,369238,BUS_20160411_6190220,8764590,973,59701,1,36,朝阳公园桥北,1.0,2016-04-11 10:52:22,1.0,41,酒仙桥,1.0,2016/4/11 11:07:50,1,1,1,DoubleIC,10
138,369239,BUS_20160411_6190221,33768187,973,59701,1,29,九龙山,1.0,2016-04-11 10:38:18,1.0,41,酒仙桥,1.0,2016/4/11 11:07:51,1,1,1,DoubleIC,10
